"","ID","site","target_name","sample_name","Ct_mean","Ct_sd","quantity_mean","quantity_sd","run","Date_collected","ID","species","host_plant","date_processed","pollen","dil.factor","apiary_near_far","genome_copbee","ACT_genome_copbee","norm_genome_copbee","norm_genome_copbeeHB","Ct_mean_hb","HBCollected","virusBINY_PreFilter","virusBINY","HB_Abun","HBSiteBin","ShannonDIV","SimpsonDIV","FisherDIV","Density","Name","Migratory","City","SBPV_PA","SBPV_CPB","ABPV_PA","ABPV_CPB","IAPV_PA","IAPV_CPB","DWV_PA","DWV_CPB","LSV.2_PA","LSV.2_CPB","CBPV_PA","CBPV_CPB","KBV_PA","KBV_CPB","VarroaTHR_PA","Varroa100","NosemaPA","NosemaCount","Apiary_name","lat","long","elevation","town","apiaryNotes","apiary","siteNotes","sumApiaries","sumColonies"
"7",738,"RICE","BQCV",31,25.108,NA,657.444,NA,30,"7/23/15","RICE22","Vagans","Vicia cracca","9/29/15",NA,4.8515,0,3189589.566,1019456223,4396586.883,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"16",1044,"WHAL","BQCV",35,28.107,NA,88.412,NA,30,"7/20/15","WHAL18","Vagans","Lythrum salicaria","9/29/15",NA,6.516,1,576092.592,854741773.4,947123.9092,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
"19",1046,"WHAL","BQCV",36,30.731,NA,15.281,NA,30,"7/20/15","WHAL3","Vagans","Lythrum salicaria","9/29/15",NA,10.48,1,160144.88,3557626736,63256.057,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
"22",1042,"WHAL","BQCV",37,30.385,NA,19.264,NA,24,"7/20/15","WHAL15","Vagans","Lythrum salicaria","10/10/15",1,6.668,1,128452.352,1013192265,178155.6641,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
"25",1043,"WHAL","BQCV",38,31.956,NA,6.734,NA,24,"7/20/15","WHAL21","Vagans","Vicia cracca","10/10/15",0,2.835,1,19090.89,NA,0,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
"28",795,"ROCK","BQCV",39,31.849,NA,7.235,NA,24,"7/27/15","ROCK48","Vagans","Trifolium pratense","10/10/15",1,8.8355,0,63924.8425,1807642222,49694.30589,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,"Fairfield"," ","N","Red Clover field, collected with Caitlin and Alex",1,7
"40",746,"RICE","BQCV",43,27.36,NA,145.704,NA,24,"7/23/15","RICE29","Vagans","Vicia cracca","10/10/15",1,3.8545,0,561616.068,432728333.4,1823784.967,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"43",744,"RICE","BQCV",44,28.02,NA,93.748,NA,24,"7/23/15","RICE27","Vagans","Vicia cracca","10/10/15",1,7.392,0,692985.216,1129315461,862299.5006,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"52",415,"JOSH","BQCV",47,30.477,NA,18.111,NA,28,"8/19/15","JOSH19","Vagans","Trifolium pratense","11/3/15",1,4.1335,1,74861.8185,3171777569,33167.06853,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"61",427,"JOSH","BQCV",50,31.941,NA,6.801,NA,28,"8/19/15","JOSH9","Vagans","Trifolium pratense","11/3/15",1,6.4435,1,43822.2435,1800940853,34193.58189,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"64",434,"JOSH","BQCV",51,31.593,NA,8.585,NA,28,"8/19/15","JOSH10","Vagans","Trifolium pratense","11/3/15",1,7.76,1,66619.6,4719392216,19836.51559,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"67",1058,"WHAL","BQCV",52,27.472,NA,135.177,NA,28,"7/20/15","WHAL7","Vagans","Lythrum salicaria","11/3/15",1,6.0405,1,816536.6685,3518031296,326156.0456,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
"70",1047,"WHAL","BQCV",53,26.192,NA,318.317,NA,28,"7/20/15","WHAL10","Vagans","Lythrum salicaria","11/3/15",1,5.588,1,1778755.396,2053205657,1217399.776,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
"73",1041,"WHAL","BQCV",54,29.163,NA,43.625,NA,28,"7/20/15","WHAL22","Vagans","Vicia cracca","11/3/15",1,5.76,1,251280,2967825024,118978.6591,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
"76",740,"RICE","BQCV",55,27.759,NA,111.581,NA,28,"7/23/15","RICE23","Vagans","Vicia cracca","11/3/15",1,6.453,0,720032.193,659299331.8,1534683.125,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"82",737,"RICE","BQCV",57,26.098,NA,339.016,NA,28,"7/23/15","RICE26","Vagans","Vicia cracca","11/3/15",1,4.8025,0,1628124.34,531802100.1,4302163.981,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"100",488,"MART","BQCV",63,24.935,NA,737.754,NA,28,"7/15/15","MART42","Vagans","Vicia cracca","11/3/15",0,6.0055,1,4430581.647,2953269965,2108176.824,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"103",493,"MART","BQCV",64,30.777,NA,14.821,NA,28,"7/15/15","MART44","Vagans","Vicia cracca","11/3/15",0,3.96,1,58691.16,1481386104,55674.18468,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"106",468,"MART","BQCV",65,29.921,NA,26.273,NA,28,"7/15/15","MART40","Vagans","Vicia cracca","11/3/15",0,6.388,1,167831.924,2491308246,94666.54928,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"112",432,"JOSH","BQCV",67,27.918,NA,100.337,NA,31,"8/19/15","JOSH15","Vagans","Trifolium pratense","11/7/15",1,5.9305,1,595048.5785,960370521.7,870688.9645,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"115",433,"JOSH","BQCV",68,30.574,NA,16.976,NA,31,"8/19/15","JOSH6","Vagans","Trifolium pratense","11/7/15",1,4.232,1,71842.432,768442581.9,131376.9097,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"118",428,"JOSH","BQCV",69,28.309,NA,77.269,NA,31,"8/19/15","JOSH20","Vagans","Trifolium pratense","11/7/15",1,2.322,1,179418.618,198831188.2,1268038.496,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"121",421,"JOSH","BQCV",70,28.107,NA,88.409,NA,31,"8/19/15","JOSH3","Vagans","Trifolium pratense","11/7/15",1,4.6025,1,406902.4225,586034276.9,975700.8785,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"124",1059,"WHAL","BQCV",71,29.26,NA,40.881,NA,31,"7/20/15","WHAL46","Vagans","Trifolium repens","11/7/15",1,7.448,1,304481.688,2720675004,157265.6778,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
"127",752,"RICE","BQCV",72,27.066,NA,177.44,NA,31,"7/23/15","RICE20","Vagans","Vicia cracca","11/7/15",0,5.373,0,953385.12,1353546602,989793.4952,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"130",736,"RICE","BQCV",73,23.322,NA,2170.763,NA,31,"7/23/15","RICE10","Vagans","Vicia cracca","11/7/15",0,2.5755,0,5590800.107,207979954.2,37774778.43,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"133",718,"RICE","BQCV",74,28.123,NA,87.454,NA,31,"7/23/15","RICE21","Vagans","Vicia cracca","11/7/15",1,3.298,0,288423.292,516518017.9,784683.0883,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"136",713,"RICE","BQCV",75,30.728,NA,15.313,NA,31,"7/23/15","RICE4","Vagans","Vicia cracca","11/7/15",0,4.283,0,65585.579,1088702109,84654.24325,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"160",605,"NEK","BQCV",83,31.645,NA,8.295,NA,31,"8/3/15","NEK6","Vagans","impatiens capensis","11/7/15",0,2.443,0,20264.685,83374117.68,341552.9537,NA,NA,NA,1,1,0,NA,0.666116131,0.360344763,0.74101189,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.950872,-71.830196,494,"Norton","sans hb","N","north east kingdom",0,0
"163",474,"MART","BQCV",84,32.45,NA,4.839,NA,31,"7/15/15","MART41","Vagans","Vicia cracca","11/7/15",1,4.4765,1,21661.7835,913115440.4,33336.34357,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"166",486,"MART","BQCV",85,31.357,NA,10.053,NA,31,"7/15/15","MART43","Vagans","Vicia cracca","11/7/15",0,2.782,1,27967.446,173625955.4,226353.7005,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"169",471,"MART","BQCV",86,24.833,NA,789.85,NA,31,"7/15/15","MART22","Vagans","Vicia cracca","11/7/15",NA,4.176,1,3298413.6,709776846.7,6530293.836,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"172",430,"JOSH","BQCV",87,25.801,NA,413.515,NA,31,"8/19/15","JOSH1","Vagans","Trifolium pratense","11/7/15",1,6.7305,1,2783162.708,1534242311,2549142.303,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"175",419,"JOSH","BQCV",88,31.44,NA,9.511,NA,31,"8/19/15","JOSH18","Vagans","Trifolium pratense","11/7/15",1,7.668,1,72930.348,1898828604,53972.4285,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"178",410,"JOSH","BQCV",89,26.016,NA,358.09,NA,31,"8/19/15","JOSH8","Vagans","Trifolium pratense","11/7/15",1,6.754,1,2418539.86,1733996430,1959992.861,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"181",420,"JOSH","BQCV",90,30.816,0.086,14.455,0.827,37,"8/19/15","JOSH2","Vagans","Trifolium pratense","11/7/15",1,1.2385,1,17902.5175,81005475.9,310562.6101,2374674520,12.77,1,1,1,0.716216216,NA,1.492748366,0.704930748,1.742779777,9.5,"White",1,"Westfield",0,0,0,0,0,0,1,7.37e+10,1,2720000,1,121000,0,0,1,6.19,1,3,"Josh's",44.859642,-72.408081,288,"Westfield","300 nucs","Y"," ",1,32
"184",757,"RICE","BQCV",91,32.477,1.091,5.399,3.624,37,"7/23/15","RICE6","Vagans","Vicia cracca","11/7/15",1,8.1135,0,43804.7865,2856375687,21550.41705,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"187",747,"RICE","BQCV",92,27.909,3.495,273.235,359.095,37,"7/23/15","RICE15","Vagans","Vicia cracca","11/7/15",0,1.1675,0,319001.8625,81676175.15,5488419.086,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"190",745,"RICE","BQCV",93,25.458,NA,520.026,NA,32,"7/23/15","RICE5","Vagans","Vicia cracca","11/7/15",1,6.236,0,3242882.136,898573177.3,5071391.667,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"193",758,"RICE","BQCV",94,24.972,NA,720.084,NA,32,"7/23/15","RICE12","Vagans","Vicia cracca","11/7/15",1,2.1285,0,1532698.794,520357885.7,4139082.799,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,"Sheldon","sans hb","N","field across from shot gun city",2,17
"196",397,"HOGB","BQCV",95,28.514,NA,67.349,NA,32,"7/28/15","HOGB19","Vagans","Trifolium pratense","11/7/15",1,7.3835,0,497271.3415,1797710141,388707.7519,2588929.379,24.683,1,1,1,0.042553191,NA,0.309520428,0.134865348,0.555870897,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.682381,-72.773484,143,"Cambridge","sans hb","N","house with succulents-red clover field, red barn",0,0
"217",485,"MART","BQCV",103,27.391,NA,142.715,NA,32,"7/15/15","MART27","Vagans","Vicia cracca","11/7/15",0,4.191,1,598118.565,1092680747,769207.3595,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"220",483,"MART","BQCV",104,30.15,0.162,22.615,2.439,37,"7/15/15","MART20","Vagans","Vicia cracca","11/7/15",0,5.107,1,115494.805,1343382561,120812.5866,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"223",482,"MART","BQCV",105,27.391,NA,142.78,NA,32,"7/15/15","MART23","Vagans","Vicia cracca","11/7/15",1,6.6765,1,953270.67,1083062898,1236835.64,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"226",495,"MART","BQCV",106,30.273,NA,20.758,NA,32,"7/15/15","MART31","Vagans","Vicia cracca","11/7/15",1,8.163,1,169447.554,1384985844,171925.1487,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"229",458,"MART","BQCV",107,27.593,NA,124.682,NA,32,"7/15/15","MART32","Vagans","Vicia cracca","11/8/15",1,7.4535,1,929317.287,2759416360,473256.0996,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"232",464,"MART","BQCV",108,27.832,NA,106.243,NA,32,"7/15/15","MART35","Vagans","Vicia cracca","11/8/15",1,5.287,1,561706.741,1263610288,624663.1998,9560345.413,20.983,1,1,1,0.885714286,NA,0.839665076,0.476270957,0.963306236,17.2,"Palmer",0,"St_Albans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,"Martin",44.736855,-73.086848,127,"St. Albans City","25","Y"," ",3,26
"235",1045,"WHAL","BQCV",109,28.95,NA,50.315,NA,32,"7/20/15","WHAL9","Vagans","Lythrum salicaria","11/8/15",1,6.0155,1,302669.8825,1563813743,271977.9035,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
"238",1040,"WHAL","BQCV",110,29.496,NA,34.918,NA,32,"7/20/15","WHAL48","Vagans","Trifolium repens","11/8/15",1,5.925,1,206889.15,770280217.5,377431.732,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
"241",1039,"WHAL","BQCV",112,28.728,NA,58.351,NA,32,"7/20/15","WHAL13","Vagans","Lythrum salicaria","11/8/15",1,8.5205,1,497179.6955,1573738054,443946.2343,175457175.3,18.609,1,1,1,0.85915493,NA,1.288575299,0.646950705,1.314223516,26.9,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,2.43e+09,0,0,0,0,0,0,0,2.33,0,0,"Whaley",44.326216,-73.278147,41,"Charlotte","Chas","Y"," ",5,45
