"","sample_name","colony","FieldID","Treatment","dil.factor","DateExtracted","BQCVload","DWVload","DWVbinary","BQCVbinary","logDWV","logBQCV","PreLogDWV","PreDWVLoad","PreLogBQCV","PreBQCVLoad","Consumption_g","Consumption_mL","Imid_Consump","TimeStep","ImidConsumpTotal"
"1","I-1",6,"C.1","C",4.5,"3/2/16",20311972.7148362,221396.466718624,1,1,12.3077148570892,16.8267211082951,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.274,0.222,0,3,0
"2","I-1",6,"C.1","C",4.5,"3/2/16",20311972.7148362,221396.466718624,1,1,12.3077148570892,16.8267211082951,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.191,0.155,0,5,0
"3","I-1",6,"C.1","C",4.5,"3/2/16",20311972.7148362,221396.466718624,1,1,12.3077148570892,16.8267211082951,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.202,0.164,0,2,0
"4","I-1",6,"C.1","C",4.5,"3/2/16",20311972.7148362,221396.466718624,1,1,12.3077148570892,16.8267211082951,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.306,0.248,0,4,0
"5","I-1",6,"C.1","C",4.5,"3/2/16",20311972.7148362,221396.466718624,1,1,12.3077148570892,16.8267211082951,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.216,0.175,0,1,0
"6","I-10",6,"20.5","20",4.4,"3/2/16",17370357.4891845,251821.849528357,1,1,12.4364811412265,16.6702757764145,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.261,0.212,4.232443871,5,19.475728313
"7","I-10",6,"20.5","20",4.4,"3/2/16",17370357.4891845,251821.849528357,1,1,12.4364811412265,16.6702757764145,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.229,0.186,3.71352355,4,19.475728313
"8","I-10",6,"20.5","20",4.4,"3/2/16",17370357.4891845,251821.849528357,1,1,12.4364811412265,16.6702757764145,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.226,0.183,3.66487477,2,19.475728313
"9","I-10",6,"20.5","20",4.4,"3/2/16",17370357.4891845,251821.849528357,1,1,12.4364811412265,16.6702757764145,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.266,0.216,4.313525172,3,19.475728313
"10","I-10",6,"20.5","20",4.4,"3/2/16",17370357.4891845,251821.849528357,1,1,12.4364811412265,16.6702757764145,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.219,0.178,3.55136095,1,19.475728313
"11","I-11",6,"C.6","C",19.3,"12/9/16",3512197.4670025,0,0,1,0,15.0717527432459,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.317,0.257,0,3,0
"12","I-11",6,"C.6","C",19.3,"12/9/16",3512197.4670025,0,0,1,0,15.0717527432459,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.23,0.186,0,1,0
"13","I-11",6,"C.6","C",19.3,"12/9/16",3512197.4670025,0,0,1,0,15.0717527432459,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.447,0.362,0,5,0
"14","I-11",6,"C.6","C",19.3,"12/9/16",3512197.4670025,0,0,1,0,15.0717527432459,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.136,0.11,0,4,0
"15","I-11",6,"C.6","C",19.3,"12/9/16",3512197.4670025,0,0,1,0,15.0717527432459,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.233,0.189,0,2,0
"16","I-12",7,"C.7","C",16.3,"12/9/16",3569485.59892764,0,0,1,0,15.08793233359,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.2856,0.232,0,2,0
"17","I-12",7,"C.7","C",16.3,"12/9/16",3569485.59892764,0,0,1,0,15.08793233359,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.184,0.149,0,4,0
"18","I-12",7,"C.7","C",16.3,"12/9/16",3569485.59892764,0,0,1,0,15.08793233359,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.253,0.205,0,3,0
"19","I-12",7,"C.7","C",16.3,"12/9/16",3569485.59892764,0,0,1,0,15.08793233359,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.345,0.28,0,5,0
"20","I-12",7,"C.7","C",16.3,"12/9/16",3569485.59892764,0,0,1,0,15.08793233359,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.157,0.127,0,1,0
"21","I-13",7,"C.8","C",23.3,"12/9/16",4078782.51475669,0,0,1,0,15.2213093437745,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.308,0.25,0,3,0
"22","I-13",7,"C.8","C",23.3,"12/9/16",4078782.51475669,0,0,1,0,15.2213093437745,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.249,0.202,0,1,0
"23","I-13",7,"C.8","C",23.3,"12/9/16",4078782.51475669,0,0,1,0,15.2213093437745,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.4,0.324,0,4,0
"24","I-13",7,"C.8","C",23.3,"12/9/16",4078782.51475669,0,0,1,0,15.2213093437745,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.416,0.337,0,2,0
"25","I-13",7,"C.8","C",23.3,"12/9/16",4078782.51475669,0,0,1,0,15.2213093437745,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.291,0.236,0,5,0
"26","I-14",7,"C.9","C",13.9,"12/9/16",18360123.9451482,0,0,1,0,16.7256917484248,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.436,0.354,0,1,0
"27","I-14",7,"C.9","C",13.9,"12/9/16",18360123.9451482,0,0,1,0,16.7256917484248,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.312,0.253,0,5,0
"28","I-14",7,"C.9","C",13.9,"12/9/16",18360123.9451482,0,0,1,0,16.7256917484248,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.456,0.37,0,4,0
"29","I-14",7,"C.9","C",13.9,"12/9/16",18360123.9451482,0,0,1,0,16.7256917484248,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.551,0.447,0,2,0
"30","I-14",7,"C.9","C",13.9,"12/9/16",18360123.9451482,0,0,1,0,16.7256917484248,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.374,0.303,0,3,0
"31","I-15",7,"C.10","C",18.1,"12/9/16",5481715.72808151,0,0,1,0,15.5169288814126,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.314,0.255,0,3,0
"32","I-15",7,"C.10","C",18.1,"12/9/16",5481715.72808151,0,0,1,0,15.5169288814126,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.331,0.268,0,5,0
"33","I-15",7,"C.10","C",18.1,"12/9/16",5481715.72808151,0,0,1,0,15.5169288814126,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.146,0.118,0,1,0
"34","I-15",7,"C.10","C",18.1,"12/9/16",5481715.72808151,0,0,1,0,15.5169288814126,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.232,0.188,0,4,0
"35","I-15",7,"C.10","C",18.1,"12/9/16",5481715.72808151,0,0,1,0,15.5169288814126,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.424,0.344,0,2,0
"36","I-16",7,"C.11","C",45.1,"12/9/16",10967565.2600782,97047.9013800076,1,1,11.4829702683889,16.2104529534976,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.484,0.392,0,5,0
"37","I-16",7,"C.11","C",45.1,"12/9/16",10967565.2600782,97047.9013800076,1,1,11.4829702683889,16.2104529534976,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.62,0.503,0,3,0
"38","I-16",7,"C.11","C",45.1,"12/9/16",10967565.2600782,97047.9013800076,1,1,11.4829702683889,16.2104529534976,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.514,0.417,0,1,0
"39","I-16",7,"C.11","C",45.1,"12/9/16",10967565.2600782,97047.9013800076,1,1,11.4829702683889,16.2104529534976,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.597,0.484,0,2,0
"40","I-16",7,"C.11","C",45.1,"12/9/16",10967565.2600782,97047.9013800076,1,1,11.4829702683889,16.2104529534976,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.253,0.205,0,4,0
"41","I-17",7,"C.12","C",25.4,"12/9/16",5052909.33212721,118075.62746743,1,1,11.6790890780056,15.435474938644,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.373,0.302,0,3,0
"42","I-17",7,"C.12","C",25.4,"12/9/16",5052909.33212721,118075.62746743,1,1,11.6790890780056,15.435474938644,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.2693,0.218,0,2,0
"43","I-17",7,"C.12","C",25.4,"12/9/16",5052909.33212721,118075.62746743,1,1,11.6790890780056,15.435474938644,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.301,0.244,0,4,0
"44","I-17",7,"C.12","C",25.4,"12/9/16",5052909.33212721,118075.62746743,1,1,11.6790890780056,15.435474938644,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.289,0.234,0,1,0
"45","I-17",7,"C.12","C",25.4,"12/9/16",5052909.33212721,118075.62746743,1,1,11.6790890780056,15.435474938644,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.332,0.269,0,5,0
"46","I-18",7,"C.13","C",43.4,"12/9/16",2310276.87201891,0,0,1,0,14.6528783661809,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.248,0.201,0,5,0
"47","I-18",7,"C.13","C",43.4,"12/9/16",2310276.87201891,0,0,1,0,14.6528783661809,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.316,0.256,0,4,0
"48","I-18",7,"C.13","C",43.4,"12/9/16",2310276.87201891,0,0,1,0,14.6528783661809,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.343,0.278,0,3,0
"49","I-18",7,"C.13","C",43.4,"12/9/16",2310276.87201891,0,0,1,0,14.6528783661809,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.238,0.193,0,1,0
"50","I-18",7,"C.13","C",43.4,"12/9/16",2310276.87201891,0,0,1,0,14.6528783661809,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.3676,0.298,0,2,0
"51","I-19",8,"C.14","C",28,"12/9/16",3162038.01748385,0,0,1,0,14.9667276361706,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.295,0.239,0,2,0
"52","I-19",8,"C.14","C",28,"12/9/16",3162038.01748385,0,0,1,0,14.9667276361706,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.172,0.139,0,5,0
"53","I-19",8,"C.14","C",28,"12/9/16",3162038.01748385,0,0,1,0,14.9667276361706,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.265,0.215,0,3,0
"54","I-19",8,"C.14","C",28,"12/9/16",3162038.01748385,0,0,1,0,14.9667276361706,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.217,0.176,0,4,0
"55","I-19",8,"C.14","C",28,"12/9/16",3162038.01748385,0,0,1,0,14.9667276361706,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.178,0.144,0,1,0
"56","I-2",6,"C.2","C",3.8,"3/2/16",10960470.9866079,133900.960503567,1,1,11.8048631731222,16.2098059030284,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.405,0.328,0,2,0
"57","I-2",6,"C.2","C",3.8,"3/2/16",10960470.9866079,133900.960503567,1,1,11.8048631731222,16.2098059030284,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.242,0.196,0,4,0
"58","I-2",6,"C.2","C",3.8,"3/2/16",10960470.9866079,133900.960503567,1,1,11.8048631731222,16.2098059030284,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.341,0.276,0,5,0
"59","I-2",6,"C.2","C",3.8,"3/2/16",10960470.9866079,133900.960503567,1,1,11.8048631731222,16.2098059030284,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.368,0.298,0,3,0
"60","I-2",6,"C.2","C",3.8,"3/2/16",10960470.9866079,133900.960503567,1,1,11.8048631731222,16.2098059030284,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.341,0.276,0,1,0
"61","I-20",8,"C.17","C",30.2,"12/9/16",8139160.28111509,0,0,1,0,15.912197695952,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.289,0.234,0,4,0
"62","I-20",8,"C.17","C",30.2,"12/9/16",8139160.28111509,0,0,1,0,15.912197695952,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.381,0.309,0,5,0
"63","I-20",8,"C.17","C",30.2,"12/9/16",8139160.28111509,0,0,1,0,15.912197695952,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.402,0.326,0,2,0
"64","I-20",8,"C.17","C",30.2,"12/9/16",8139160.28111509,0,0,1,0,15.912197695952,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.463,0.375,0,1,0
"65","I-20",8,"C.17","C",30.2,"12/9/16",8139160.28111509,0,0,1,0,15.912197695952,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.38,0.308,0,3,0
"66","I-21",8,"C.18","C",26.1,"12/9/16",1070511.24516377,0,0,1,0,13.8836478256795,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.296,0.24,0,5,0
"67","I-21",8,"C.18","C",26.1,"12/9/16",1070511.24516377,0,0,1,0,13.8836478256795,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.337,0.273,0,4,0
"68","I-21",8,"C.18","C",26.1,"12/9/16",1070511.24516377,0,0,1,0,13.8836478256795,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.349,0.283,0,3,0
"69","I-21",8,"C.18","C",26.1,"12/9/16",1070511.24516377,0,0,1,0,13.8836478256795,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.107,0.087,0,1,0
"70","I-21",8,"C.18","C",26.1,"12/9/16",1070511.24516377,0,0,1,0,13.8836478256795,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.252,0.204,0,2,0
"71","I-22",8,"C.19","C",11.4,"12/9/16",3525534.27561421,0,0,1,0,15.0755428339383,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.137,0.111,0,2,0
"72","I-22",8,"C.19","C",11.4,"12/9/16",3525534.27561421,0,0,1,0,15.0755428339383,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.29,0.235,0,3,0
"73","I-22",8,"C.19","C",11.4,"12/9/16",3525534.27561421,0,0,1,0,15.0755428339383,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.295,0.239,0,4,0
"74","I-22",8,"C.19","C",11.4,"12/9/16",3525534.27561421,0,0,1,0,15.0755428339383,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.4142,0.336,0,1,0
"75","I-22",8,"C.19","C",11.4,"12/9/16",3525534.27561421,0,0,1,0,15.0755428339383,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.301,0.244,0,5,0
"76","I-23",8,"C.20","C",26.3,"12/9/16",2451250.54488107,37262.1233274864,1,1,10.5257594658568,14.7121092867346,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.56,0.454,0,3,0
"77","I-23",8,"C.20","C",26.3,"12/9/16",2451250.54488107,37262.1233274864,1,1,10.5257594658568,14.7121092867346,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.588,0.477,0,2,0
"78","I-23",8,"C.20","C",26.3,"12/9/16",2451250.54488107,37262.1233274864,1,1,10.5257594658568,14.7121092867346,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.272,0.221,0,1,0
"79","I-23",8,"C.20","C",26.3,"12/9/16",2451250.54488107,37262.1233274864,1,1,10.5257594658568,14.7121092867346,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.443,0.359,0,4,0
"80","I-23",8,"C.20","C",26.3,"12/9/16",2451250.54488107,37262.1233274864,1,1,10.5257594658568,14.7121092867346,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.26,0.211,0,5,0
"81","I-24",6,"20.6","20",18.8,"12/9/16",4887664.60507977,0,0,1,0,15.402225366094,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.084,0.068,1.362165844,1,13.427063317
"82","I-24",6,"20.6","20",18.8,"12/9/16",4887664.60507977,0,0,1,0,15.402225366094,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.131,0.106,2.124330066,5,13.427063317
"83","I-24",6,"20.6","20",18.8,"12/9/16",4887664.60507977,0,0,1,0,15.402225366094,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.12,0.097,1.945951205,3,13.427063317
"84","I-24",6,"20.6","20",18.8,"12/9/16",4887664.60507977,0,0,1,0,15.402225366094,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.253,0.205,4.102713791,4,13.427063317
"85","I-24",6,"20.6","20",18.8,"12/9/16",4887664.60507977,0,0,1,0,15.402225366094,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.24,0.195,3.891902411,2,13.427063317
"86","I-25",6,"20.7","20",17.9,"12/9/16",3269213.10213065,0,0,1,0,15.0000601782483,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.172,0.139,2.789196728,1,13.864902338
"87","I-25",6,"20.7","20",17.9,"12/9/16",3269213.10213065,0,0,1,0,15.0000601782483,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.197,0.16,3.194603229,3,13.864902338
"88","I-25",6,"20.7","20",17.9,"12/9/16",3269213.10213065,0,0,1,0,15.0000601782483,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.138,0.112,2.237843886,4,13.864902338
"89","I-25",6,"20.7","20",17.9,"12/9/16",3269213.10213065,0,0,1,0,15.0000601782483,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.209,0.169,3.389198349,2,13.864902338
"90","I-25",6,"20.7","20",17.9,"12/9/16",3269213.10213065,0,0,1,0,15.0000601782483,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.139,0.113,2.254060146,5,13.864902338
"91","I-26",7,"20.8","20",15.4,"12/9/16",3506024.33670176,0,0,1,0,15.0699935711063,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.155,0.126,2.513520307,4,14.108146238
"92","I-26",7,"20.8","20",15.4,"12/9/16",3506024.33670176,0,0,1,0,15.0699935711063,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.152,0.123,2.464871527,3,14.108146238
"93","I-26",7,"20.8","20",15.4,"12/9/16",3506024.33670176,0,0,1,0,15.0699935711063,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.211,0.171,3.421630869,5,14.108146238
"94","I-26",7,"20.8","20",15.4,"12/9/16",3506024.33670176,0,0,1,0,15.0699935711063,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.191,0.155,3.097305668,2,14.108146238
"95","I-26",7,"20.8","20",15.4,"12/9/16",3506024.33670176,0,0,1,0,15.0699935711063,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.161,0.131,2.610817867,1,14.108146238
"96","I-27",7,"20.9","20",16.6,"12/9/16",591355.913144274,0,0,1,0,13.2901750280553,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.176,0.143,2.854061768,1,13.783821038
"97","I-27",7,"20.9","20",16.6,"12/9/16",591355.913144274,0,0,1,0,13.2901750280553,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.17,0.138,2.756764207,2,13.783821038
"98","I-27",7,"20.9","20",16.6,"12/9/16",591355.913144274,0,0,1,0,13.2901750280553,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.158,0.128,2.562169087,5,13.783821038
"99","I-27",7,"20.9","20",16.6,"12/9/16",591355.913144274,0,0,1,0,13.2901750280553,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.173,0.14,2.805412988,4,13.783821038
"100","I-27",7,"20.9","20",16.6,"12/9/16",591355.913144274,0,0,1,0,13.2901750280553,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.173,0.14,2.805412988,3,13.783821038
"101","I-28",7,"20.1","20",22.5,"12/9/16",711063.603585511,0,0,1,0,13.4745185676471,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.215,0.174,3.486495909,5,15.27571696
"102","I-28",7,"20.1","20",22.5,"12/9/16",711063.603585511,0,0,1,0,13.4745185676471,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.189,0.153,3.064873148,2,15.27571696
"103","I-28",7,"20.1","20",22.5,"12/9/16",711063.603585511,0,0,1,0,13.4745185676471,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.188,0.152,3.048656888,3,15.27571696
"104","I-28",7,"20.1","20",22.5,"12/9/16",711063.603585511,0,0,1,0,13.4745185676471,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.161,0.131,2.610817867,4,15.27571696
"105","I-28",7,"20.1","20",22.5,"12/9/16",711063.603585511,0,0,1,0,13.4745185676471,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.189,0.153,3.064873148,1,15.27571696
"106","I-29",7,"20.11","20",15.6,"12/9/16",1611249.34322441,50534.0945236091,1,1,10.8304233149653,14.292521046253,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.182,0.148,2.951359328,2,15.956799883
"107","I-29",7,"20.11","20",15.6,"12/9/16",1611249.34322441,50534.0945236091,1,1,10.8304233149653,14.292521046253,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.23,0.186,3.72973981,3,15.956799883
"108","I-29",7,"20.11","20",15.6,"12/9/16",1611249.34322441,50534.0945236091,1,1,10.8304233149653,14.292521046253,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.173,0.14,2.805412988,5,15.956799883
"109","I-29",7,"20.11","20",15.6,"12/9/16",1611249.34322441,50534.0945236091,1,1,10.8304233149653,14.292521046253,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.235,0.191,3.81082111,4,15.956799883
"110","I-29",7,"20.11","20",15.6,"12/9/16",1611249.34322441,50534.0945236091,1,1,10.8304233149653,14.292521046253,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.164,0.133,2.659466647,1,15.956799883
"111","I-3",6,"C.3","C",2.8,"3/2/16",15678477.4178434,135470.365932896,1,1,11.8165155754419,16.5677995284995,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.364,0.295,0,4,0
"112","I-3",6,"C.3","C",2.8,"3/2/16",15678477.4178434,135470.365932896,1,1,11.8165155754419,16.5677995284995,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.289,0.234,0,1,0
"113","I-3",6,"C.3","C",2.8,"3/2/16",15678477.4178434,135470.365932896,1,1,11.8165155754419,16.5677995284995,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.299,0.242,0,5,0
"114","I-3",6,"C.3","C",2.8,"3/2/16",15678477.4178434,135470.365932896,1,1,11.8165155754419,16.5677995284995,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.278,0.225,0,3,0
"115","I-3",6,"C.3","C",2.8,"3/2/16",15678477.4178434,135470.365932896,1,1,11.8165155754419,16.5677995284995,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.351,0.285,0,2,0
"116","I-30",7,"20.12","20",12.6,"12/9/16",354989.586820995,0,0,1,0,12.7798465521088,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.322,0.261,5.221635734,1,17.059505565
"117","I-30",7,"20.12","20",12.6,"12/9/16",354989.586820995,0,0,1,0,12.7798465521088,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.25,0.203,4.054065011,3,17.059505565
"118","I-30",7,"20.12","20",12.6,"12/9/16",354989.586820995,0,0,1,0,12.7798465521088,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.124,0.101,2.010816245,2,17.059505565
"119","I-30",7,"20.12","20",12.6,"12/9/16",354989.586820995,0,0,1,0,12.7798465521088,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.215,0.174,3.486495909,5,17.059505565
"120","I-30",7,"20.12","20",12.6,"12/9/16",354989.586820995,0,0,1,0,12.7798465521088,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.141,0.114,2.286492666,4,17.059505565
"121","I-31",7,"20.13","20",25.4,"12/9/16",1967606.73612679,67562.6496710906,1,1,11.1208253906452,14.4923290156535,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.238,0.193,3.85946989,4,14.335173878
