"","sample_name","colony","FieldID","Treatment","dil.factor","DateExtracted","BQCVload","DWVload","DWVbinary","BQCVbinary","logDWV","logBQCV","PreLogDWV","PreDWVLoad","PreLogBQCV","PreBQCVLoad","Consumption_g","Consumption_mL","Imid_Consump","TimeStep","ImidConsumpTotal"
"122","I-31",7,"20.13","20",25.4,"12/9/16",1967606.73612679,67562.6496710906,1,1,11.1208253906452,14.4923290156535,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.111,0.09,1.800004865,5,14.335173878
"123","I-31",7,"20.13","20",25.4,"12/9/16",1967606.73612679,67562.6496710906,1,1,11.1208253906452,14.4923290156535,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.123,0.1,1.994599985,1,14.335173878
"124","I-31",7,"20.13","20",25.4,"12/9/16",1967606.73612679,67562.6496710906,1,1,11.1208253906452,14.4923290156535,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.222,0.18,3.60000973,3,14.335173878
"125","I-31",7,"20.13","20",25.4,"12/9/16",1967606.73612679,67562.6496710906,1,1,11.1208253906452,14.4923290156535,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.19,0.154,3.081089408,2,14.335173878
"126","I-32",7,"20.14","20",26.2,"12/9/16",1186172.23625938,34353.8718653991,1,1,10.4444991177362,13.9862429155453,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.14,0.114,2.270276406,1,14.64328282
"127","I-32",7,"20.14","20",26.2,"12/9/16",1186172.23625938,34353.8718653991,1,1,10.4444991177362,13.9862429155453,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.094,0.076,1.524328444,2,14.64328282
"128","I-32",7,"20.14","20",26.2,"12/9/16",1186172.23625938,34353.8718653991,1,1,10.4444991177362,13.9862429155453,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.223,0.181,3.61622599,3,14.64328282
"129","I-32",7,"20.14","20",26.2,"12/9/16",1186172.23625938,34353.8718653991,1,1,10.4444991177362,13.9862429155453,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.246,0.199,3.989199971,5,14.64328282
"130","I-32",7,"20.14","20",26.2,"12/9/16",1186172.23625938,34353.8718653991,1,1,10.4444991177362,13.9862429155453,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.2,0.162,3.243252009,4,14.64328282
"131","I-33",7,"20.15","20",19.1,"12/9/16",762307.209574296,39533.5633369938,1,1,10.5849305894711,13.544106227398,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.134,0.109,2.172978846,1,42.810926512
"132","I-33",7,"20.15","20",19.1,"12/9/16",762307.209574296,39533.5633369938,1,1,10.5849305894711,13.544106227398,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.139,0.113,2.254060146,4,42.810926512
"133","I-33",7,"20.15","20",19.1,"12/9/16",762307.209574296,39533.5633369938,1,1,10.5849305894711,13.544106227398,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.256,0.208,4.151362571,2,42.810926512
"134","I-33",7,"20.15","20",19.1,"12/9/16",762307.209574296,39533.5633369938,1,1,10.5849305894711,13.544106227398,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.204,0.165,3.308117049,5,42.810926512
"135","I-33",7,"20.15","20",19.1,"12/9/16",762307.209574296,39533.5633369938,1,1,10.5849305894711,13.544106227398,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,1.907,1.546,30.9244079,3,42.810926512
"136","I-34",7,"20.17","20",20.1,"12/9/16",672984.004713474,0,0,1,0,13.4194783271208,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.21,0.17,3.405414609,5,18.45410393
"137","I-34",7,"20.17","20",20.1,"12/9/16",672984.004713474,0,0,1,0,13.4194783271208,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.201,0.163,3.259468269,4,18.45410393
"138","I-34",7,"20.17","20",20.1,"12/9/16",672984.004713474,0,0,1,0,13.4194783271208,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.232,0.188,3.76217233,2,18.45410393
"139","I-34",7,"20.17","20",20.1,"12/9/16",672984.004713474,0,0,1,0,13.4194783271208,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.222,0.18,3.60000973,1,18.45410393
"140","I-34",7,"20.17","20",20.1,"12/9/16",672984.004713474,0,0,1,0,13.4194783271208,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.273,0.221,4.427038992,3,18.45410393
"141","I-35",8,"20.18","20",20.6,"12/9/16",248844.663045643,0,0,1,0,12.4245881561487,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.177,0.144,2.870278028,4,15.275716962
"142","I-35",8,"20.18","20",20.6,"12/9/16",248844.663045643,0,0,1,0,12.4245881561487,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.197,0.16,3.194603229,5,15.275716962
"143","I-35",8,"20.18","20",20.6,"12/9/16",248844.663045643,0,0,1,0,12.4245881561487,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.256,0.208,4.151362571,2,15.275716962
"144","I-35",8,"20.18","20",20.6,"12/9/16",248844.663045643,0,0,1,0,12.4245881561487,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.151,0.122,2.448655267,3,15.275716962
"145","I-35",8,"20.18","20",20.6,"12/9/16",248844.663045643,0,0,1,0,12.4245881561487,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.161,0.131,2.610817867,1,15.275716962
"146","I-36",8,"20.19","20",25.8,"12/9/16",1447455.4338967,0,0,1,0,14.1853183904957,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.2,0.162,3.243252009,2,13.216251935
"147","I-36",8,"20.19","20",25.8,"12/9/16",1447455.4338967,0,0,1,0,14.1853183904957,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.108,0.088,1.751356085,1,13.216251935
"148","I-36",8,"20.19","20",25.8,"12/9/16",1447455.4338967,0,0,1,0,14.1853183904957,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.145,0.118,2.351357706,4,13.216251935
"149","I-36",8,"20.19","20",25.8,"12/9/16",1447455.4338967,0,0,1,0,14.1853183904957,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.169,0.137,2.740547947,3,13.216251935
"150","I-36",8,"20.19","20",25.8,"12/9/16",1447455.4338967,0,0,1,0,14.1853183904957,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.193,0.156,3.129738188,5,13.216251935
"151","I-37",8,"20.2","20",14.3,"12/9/16",2239859.24195688,0,0,1,0,14.6219240299012,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.191,0.155,3.097305668,4,16.929775485
"152","I-37",8,"20.2","20",14.3,"12/9/16",2239859.24195688,0,0,1,0,14.6219240299012,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.196,0.159,3.178386969,1,16.929775485
"153","I-37",8,"20.2","20",14.3,"12/9/16",2239859.24195688,0,0,1,0,14.6219240299012,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.167,0.135,2.708115427,3,16.929775485
"154","I-37",8,"20.2","20",14.3,"12/9/16",2239859.24195688,0,0,1,0,14.6219240299012,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.252,0.204,4.086497531,5,16.929775485
"155","I-37",8,"20.2","20",14.3,"12/9/16",2239859.24195688,0,0,1,0,14.6219240299012,12.3316284823025,255931.74501726,15.0337497244691,3539671.48902413,0.238,0.193,3.85946989,2,16.929775485
"156","I-38",6,"1.1","1",23.4,"6/20/16",2361531.40610474,0,0,1,0,14.6748212909024,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.432,0.35,0.350271217,3,1.470814787
"157","I-38",6,"1.1","1",23.4,"6/20/16",2361531.40610474,0,0,1,0,14.6748212909024,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.321,0.26,0.260270974,4,1.470814787
"158","I-38",6,"1.1","1",23.4,"6/20/16",2361531.40610474,0,0,1,0,14.6748212909024,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.401,0.325,0.325136014,2,1.470814787
"159","I-38",6,"1.1","1",23.4,"6/20/16",2361531.40610474,0,0,1,0,14.6748212909024,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.26,0.211,0.210811381,5,1.470814787
"160","I-38",6,"1.1","1",23.4,"6/20/16",2361531.40610474,0,0,1,0,14.6748212909024,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.4,0.324,0.324325201,1,1.470814787
"161","I-39",7,"0.1.11","0.1",17.6,"6/20/16",988052.732081743,0,0,1,0,13.8034923599493,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.509,0.413,0.041270382,4,0.181135625
"162","I-39",7,"0.1.11","0.1",17.6,"6/20/16",988052.732081743,0,0,1,0,13.8034923599493,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.38,0.308,0.030810894,3,0.181135625
"163","I-39",7,"0.1.11","0.1",17.6,"6/20/16",988052.732081743,0,0,1,0,13.8034923599493,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.422,0.342,0.034216309,2,0.181135625
"164","I-39",7,"0.1.11","0.1",17.6,"6/20/16",988052.732081743,0,0,1,0,13.8034923599493,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.463,0.375,0.037540642,1,0.181135625
"165","I-39",7,"0.1.11","0.1",17.6,"6/20/16",988052.732081743,0,0,1,0,13.8034923599493,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.46,0.373,0.037297398,5,0.181135625
"166","I-4",6,"C.4","C",7.7,"3/2/16",13496277.318244,229951.674535631,1,1,12.3456288038447,16.4179245252718,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.337,0.273,0,5,0
"167","I-4",6,"C.4","C",7.7,"3/2/16",13496277.318244,229951.674535631,1,1,12.3456288038447,16.4179245252718,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.274,0.222,0,4,0
"168","I-4",6,"C.4","C",7.7,"3/2/16",13496277.318244,229951.674535631,1,1,12.3456288038447,16.4179245252718,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,1.361,1.104,0,2,0
"169","I-4",6,"C.4","C",7.7,"3/2/16",13496277.318244,229951.674535631,1,1,12.3456288038447,16.4179245252718,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.211,0.171,0,1,0
"170","I-4",6,"C.4","C",7.7,"3/2/16",13496277.318244,229951.674535631,1,1,12.3456288038447,16.4179245252718,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.371,0.301,0,3,0
"171","I-40",7,"0.1.9","0.1",17.3,"6/20/16",1827357.03953482,0,0,1,0,14.4183817874437,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.368,0.298,0.029837918,5,0.151703112
"172","I-40",7,"0.1.9","0.1",17.3,"6/20/16",1827357.03953482,0,0,1,0,14.4183817874437,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.269,0.218,0.02181087,1,0.151703112
"173","I-40",7,"0.1.9","0.1",17.3,"6/20/16",1827357.03953482,0,0,1,0,14.4183817874437,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.39,0.316,0.031621707,4,0.151703112
"174","I-40",7,"0.1.9","0.1",17.3,"6/20/16",1827357.03953482,0,0,1,0,14.4183817874437,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.484,0.392,0.039243349,2,0.151703112
"175","I-40",7,"0.1.9","0.1",17.3,"6/20/16",1827357.03953482,0,0,1,0,14.4183817874437,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.36,0.292,0.029189268,3,0.151703112
"176","I-41",7,"0.1.8","0.1",27.6,"6/20/16",2353459.90521181,71047.2733794013,1,1,11.1711148317437,14.6713975283456,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.439,0.356,0.035594691,5,0.179919405
"177","I-41",7,"0.1.8","0.1",27.6,"6/20/16",2353459.90521181,71047.2733794013,1,1,11.1711148317437,14.6713975283456,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.362,0.294,0.029351431,1,0.179919405
"178","I-41",7,"0.1.8","0.1",27.6,"6/20/16",2353459.90521181,71047.2733794013,1,1,11.1711148317437,14.6713975283456,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.461,0.374,0.037378479,2,0.179919405
"179","I-41",7,"0.1.8","0.1",27.6,"6/20/16",2353459.90521181,71047.2733794013,1,1,11.1711148317437,14.6713975283456,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.541,0.439,0.043864983,3,0.179919405
"180","I-41",7,"0.1.8","0.1",27.6,"6/20/16",2353459.90521181,71047.2733794013,1,1,11.1711148317437,14.6713975283456,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.416,0.337,0.033729821,4,0.179919405
"181","I-42",7,"0.1.7","0.1",31.8,"6/20/16",1848906.59084339,0,0,1,0,14.4301055312098,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.544,0.441,0.044108227,3,0.157459885
"182","I-42",7,"0.1.7","0.1",31.8,"6/20/16",1848906.59084339,0,0,1,0,14.4301055312098,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.39,0.316,0.031621707,2,0.157459885
"183","I-42",7,"0.1.7","0.1",31.8,"6/20/16",1848906.59084339,0,0,1,0,14.4301055312098,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.415,0.336,0.03364874,4,0.157459885
"184","I-42",7,"0.1.7","0.1",31.8,"6/20/16",1848906.59084339,0,0,1,0,14.4301055312098,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.593,0.481,0.048081211,5,0.157459885
"185","I-42",7,"0.1.7","0.1",31.8,"6/20/16",1848906.59084339,0,0,1,0,14.4301055312098,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,NA,0,0,1,0.157459885
"186","I-43",6,"0.1.6","0.1",18.5,"6/20/16",5484210.71230506,0,0,1,0,15.5173839243723,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,NA,0,0,1,0.078729942
"187","I-43",6,"0.1.6","0.1",18.5,"6/20/16",5484210.71230506,0,0,1,0,15.5173839243723,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.13,0.105,0.010540569,2,0.078729942
"188","I-43",6,"0.1.6","0.1",18.5,"6/20/16",5484210.71230506,0,0,1,0,15.5173839243723,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.214,0.174,0.017351398,5,0.078729942
"189","I-43",6,"0.1.6","0.1",18.5,"6/20/16",5484210.71230506,0,0,1,0,15.5173839243723,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.296,0.24,0.024000065,4,0.078729942
"190","I-43",6,"0.1.6","0.1",18.5,"6/20/16",5484210.71230506,0,0,1,0,15.5173839243723,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.331,0.268,0.02683791,3,0.078729942
"191","I-44",6,"0.1.5","0.1",15.2,"6/20/16",6833220.06419367,0,0,1,0,15.7373067256754,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.343,0.278,0.027810886,4,0.127703048
"192","I-44",6,"0.1.5","0.1",15.2,"6/20/16",6833220.06419367,0,0,1,0,15.7373067256754,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.347,0.281,0.028135211,2,0.127703048
"193","I-44",6,"0.1.5","0.1",15.2,"6/20/16",6833220.06419367,0,0,1,0,15.7373067256754,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.26,0.211,0.021081138,1,0.127703048
"194","I-44",6,"0.1.5","0.1",15.2,"6/20/16",6833220.06419367,0,0,1,0,15.7373067256754,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.232,0.188,0.018810862,3,0.127703048
"195","I-44",6,"0.1.5","0.1",15.2,"6/20/16",6833220.06419367,0,0,1,0,15.7373067256754,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.393,0.319,0.031864951,5,0.127703048
"196","I-45",6,"1.2","1",14.7,"6/20/16",4081007.56610884,96155.3339267562,1,1,11.4737306243205,15.2218547134078,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.098,0.079,0.079459674,1,0.890272676
"197","I-45",6,"1.2","1",14.7,"6/20/16",4081007.56610884,96155.3339267562,1,1,11.4737306243205,15.2218547134078,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.226,0.183,0.183243738,5,0.890272676
"198","I-45",6,"1.2","1",14.7,"6/20/16",4081007.56610884,96155.3339267562,1,1,11.4737306243205,15.2218547134078,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.25,0.203,0.202703251,4,0.890272676
"199","I-45",6,"1.2","1",14.7,"6/20/16",4081007.56610884,96155.3339267562,1,1,11.4737306243205,15.2218547134078,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.357,0.289,0.289460242,2,0.890272676
"200","I-45",6,"1.2","1",14.7,"6/20/16",4081007.56610884,96155.3339267562,1,1,11.4737306243205,15.2218547134078,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.167,0.135,0.135405771,3,0.890272676
"201","I-46",6,"1.3","1",8.8,"6/20/16",1915225.42201435,0,0,1,0,14.4653464096464,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.162,0.131,0.131351706,3,0.960813407
"202","I-46",6,"1.3","1",8.8,"6/20/16",1915225.42201435,0,0,1,0,14.4653464096464,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.13,0.105,0.10540569,1,0.960813407
"203","I-46",6,"1.3","1",8.8,"6/20/16",1915225.42201435,0,0,1,0,14.4653464096464,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.345,0.28,0.279730486,5,0.960813407
"204","I-46",6,"1.3","1",8.8,"6/20/16",1915225.42201435,0,0,1,0,14.4653464096464,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.202,0.164,0.163784226,4,0.960813407
"205","I-46",6,"1.3","1",8.8,"6/20/16",1915225.42201435,0,0,1,0,14.4653464096464,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.346,0.281,0.280541299,2,0.960813407
"206","I-47",6,"1.4","1",8.4,"6/20/16",3155619.26567742,0,0,1,0,14.9646956323137,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.273,0.221,0.22135195,1,1.182976171
"207","I-47",6,"1.4","1",8.4,"6/20/16",3155619.26567742,0,0,1,0,14.9646956323137,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.392,0.318,0.317838697,2,1.182976171
"208","I-47",6,"1.4","1",8.4,"6/20/16",3155619.26567742,0,0,1,0,14.9646956323137,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.186,0.151,0.150811218,3,1.182976171
"209","I-47",6,"1.4","1",8.4,"6/20/16",3155619.26567742,0,0,1,0,14.9646956323137,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.321,0.26,0.260270974,4,1.182976171
"210","I-47",6,"1.4","1",8.4,"6/20/16",3155619.26567742,0,0,1,0,14.9646956323137,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.287,0.233,0.232703332,5,1.182976171
"211","I-48",6,"1.5","1",21.9,"6/20/16",7045100.66723218,0,0,1,0,15.7678431343296,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,NA,0,0,2,0.960002594
"212","I-48",6,"1.5","1",21.9,"6/20/16",7045100.66723218,0,0,1,0,15.7678431343296,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.162,0.131,0.131351706,1,0.960002594
"213","I-48",6,"1.5","1",21.9,"6/20/16",7045100.66723218,0,0,1,0,15.7678431343296,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.186,0.151,0.150811218,3,0.960002594
"214","I-48",6,"1.5","1",21.9,"6/20/16",7045100.66723218,0,0,1,0,15.7678431343296,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.371,0.301,0.300811624,4,0.960002594
"215","I-48",6,"1.5","1",21.9,"6/20/16",7045100.66723218,0,0,1,0,15.7678431343296,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.465,0.377,0.377028046,5,0.960002594
"216","I-49",6,"1.6","1",31.3,"6/20/16",1526731.96120037,0,0,1,0,14.2386406908465,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.225,0.182,0.182432925,1,1.257570967
"217","I-49",6,"1.6","1",31.3,"6/20/16",1526731.96120037,0,0,1,0,14.2386406908465,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.352,0.285,0.285406177,5,1.257570967
"218","I-49",6,"1.6","1",31.3,"6/20/16",1526731.96120037,0,0,1,0,14.2386406908465,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.336,0.272,0.272433169,3,1.257570967
"219","I-49",6,"1.6","1",31.3,"6/20/16",1526731.96120037,0,0,1,0,14.2386406908465,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.37,0.3,0.300000811,2,1.257570967
"220","I-49",6,"1.6","1",31.3,"6/20/16",1526731.96120037,0,0,1,0,14.2386406908465,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.268,0.217,0.217297885,4,1.257570967
"221","I-5",6,"C.5","C",8.1,"3/2/16",4480050.52222222,42700.9494480617,1,1,10.6619998526959,15.3151451048211,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.202,0.164,0,3,0
"222","I-5",6,"C.5","C",8.1,"3/2/16",4480050.52222222,42700.9494480617,1,1,10.6619998526959,15.3151451048211,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.224,0.182,0,1,0
"223","I-5",6,"C.5","C",8.1,"3/2/16",4480050.52222222,42700.9494480617,1,1,10.6619998526959,15.3151451048211,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.158,0.128,0,2,0
"224","I-5",6,"C.5","C",8.1,"3/2/16",4480050.52222222,42700.9494480617,1,1,10.6619998526959,15.3151451048211,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.409,0.332,0,4,0
"225","I-5",6,"C.5","C",8.1,"3/2/16",4480050.52222222,42700.9494480617,1,1,10.6619998526959,15.3151451048211,12.3459197692602,370090.104519189,15.7598022658003,9165254.96334269,0.286,0.232,0,5,0
"226","I-50",7,"1.7","1",32.5,"6/20/16",687401.264548333,0,0,1,0,13.4406749377601,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.245,0.199,0.198649186,4,1.070273163
"227","I-50",7,"1.7","1",32.5,"6/20/16",687401.264548333,0,0,1,0,13.4406749377601,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.256,0.208,0.207568129,3,1.070273163
"228","I-50",7,"1.7","1",32.5,"6/20/16",687401.264548333,0,0,1,0,13.4406749377601,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.408,0.331,0.330811705,2,1.070273163
"229","I-50",7,"1.7","1",32.5,"6/20/16",687401.264548333,0,0,1,0,13.4406749377601,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.21,0.17,0.17027073,1,1.070273163
"230","I-50",7,"1.7","1",32.5,"6/20/16",687401.264548333,0,0,1,0,13.4406749377601,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.201,0.163,0.162973413,5,1.070273163
"231","I-51",7,"1.8","1",21.6,"6/20/16",5433650.5131342,0,0,1,0,15.5081219360938,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.343,0.278,0.27810886,1,1.624869257
"232","I-51",7,"1.8","1",21.6,"6/20/16",5433650.5131342,0,0,1,0,15.5081219360938,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.406,0.329,0.329190079,3,1.624869257
"233","I-51",7,"1.8","1",21.6,"6/20/16",5433650.5131342,0,0,1,0,15.5081219360938,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.371,0.301,0.300811624,5,1.624869257
"234","I-51",7,"1.8","1",21.6,"6/20/16",5433650.5131342,0,0,1,0,15.5081219360938,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.428,0.347,0.347027965,2,1.624869257
"235","I-51",7,"1.8","1",21.6,"6/20/16",5433650.5131342,0,0,1,0,15.5081219360938,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.456,0.37,0.369730729,4,1.624869257
"236","I-52",7,"1.11","1",27.4,"6/20/16",1268324.87604221,35324.2040540905,1,1,10.4723519840142,14.0532083809937,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.422,0.342,0.342163087,5,1.550274461
"237","I-52",7,"1.11","1",27.4,"6/20/16",1268324.87604221,35324.2040540905,1,1,10.4723519840142,14.0532083809937,13.4712536876981,807859.875058322,15.6311804425861,6362363.06738221,0.606,0.491,0.491352679,2,1.550274461
